UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL
juni ☆,@cryjuni,2022-07-05T22:28:58.000Z,"juni ☆
@cryjuni
·
Jul 5, 2022",preguicinha pós treino ,🥵,2,1,33,"['https://pbs.twimg.com/media/FW77hGhWQAEW5nV?format=jpg&name=360x360', 'https://pbs.twimg.com/media/FW77hiIXEAAL0l8?format=jpg&name=360x360']",https://twitter.com/cryjuni/status/1544448278938394627
BD copaS,@copasr6,2022-07-05T23:02:51.000Z,"BD copaS
@copasr6
·
Jul 5, 2022",Treino agr !!!,,,3,2,[],https://twitter.com/copasr6/status/1544456804045934600
Frater (Furby) ℵ⁰,@agrestianKap,2022-07-05T22:38:16.000Z,"Frater (Furby) ℵ⁰
@agrestianKap
·
Jul 5, 2022",agora meu último take de hoje sobre exercícios: pau no cu de crossfit,,2,,11,[],https://twitter.com/agrestianKap/status/1544450618085240832
malamalamala,@xXmalabrujaXx,2022-07-05T23:56:43.000Z,"malamalamala
@xXmalabrujaXx
·
Jul 5, 2022","all im sayin is, once these workout shorts come in the mail, we hittin the crossfit gym & do the damn thang.. no more fucking excuses man ",🔮 🔮,5,,29,[],https://twitter.com/xXmalabrujaXx/status/1544470359436582913
marys,@marydomar,2022-07-05T22:39:15.000Z,"marys
@marydomar
·
Jul 5, 2022",whey com creatina e pao de chocolate equilibrio,,2,,1,[],https://twitter.com/marydomar/status/1544450865188175872
Freak On a Leash da silva,@mortadelaSuina,2022-07-05T23:32:30.000Z,"Freak On a Leash da silva
@mortadelaSuina
·
Jul 5, 2022",treino 7,,1,2,10,['https://pbs.twimg.com/media/FW8KEGlXgAYAtrg?format=jpg&name=900x900'],https://twitter.com/mortadelaSuina/status/1544464266098622466
Top Sports Mall,@topsportsmall,2022-07-05T22:48:29.000Z,"Top Sports Mall
@topsportsmall
·
Jul 5, 2022",#transformation #idealbreakfast Summer Running Shorts Men Fitness Crossfit Gym Shorts Cotton Sport Shorts Workout Jogging Rashgard Training Exercise Sweatpants,,,,,['https://pbs.twimg.com/media/FW7__gRXkActvy-?format=jpg&name=small'],https://twitter.com/topsportsmall/status/1544453190791356418
Chithra KarunaKaran,@EthicalDemocrac,2022-07-05T22:30:15.000Z,"Chithra KarunaKaran
@EthicalDemocrac
·
Jul 5, 2022","They're Cute when they're Fledgies
They're Cute when they're Juvies
I like them whey they grow up too 
And become raucous",,,,1,"['https://pbs.twimg.com/profile_images/1253829432042762244/mHwCYkOs_mini.jpg', 'https://pbs.twimg.com/media/FW6NbcyXEAAp1-r?format=jpg&name=small']",https://twitter.com/EthicalDemocrac/status/1544448600524132352
g***,@imthatfuckingrl,2022-07-05T22:54:33.000Z,"g***
@imthatfuckingrl
·
Jul 5, 2022",treino de perna eu te amo,,,1,2,[],https://twitter.com/imthatfuckingrl/status/1544454714217177088
MusicCityMemo,@MusicCityMemo,2022-07-05T22:48:36.000Z,"MusicCityMemo
@MusicCityMemo
·
Jul 5, 2022","ICYMI: 
@RaelynNelson
 and 
@wheyjennings
 perform an acoustic version of 
@WillieNelson
 and 
@OfficialWaylon
 ""I Can Get off on You"" on 
@CountryRebelCo
 Stars And Stripes Sessions series.  Watch Raelyn and Whey's outstanding performance",,,2,6,['https://pbs.twimg.com/card_img/1669745637490049025/PpU37H0u?format=jpg&name=240x240'],https://twitter.com/MusicCityMemo/status/1544453216825475072
Mariana Ribeiro,@mariribeirov,2022-07-05T23:50:29.000Z,"Mariana Ribeiro
@mariribeirov
·
Jul 5, 2022",Crossfit é tipo: toma aqui essa barriga trincada de indenização por viver com a mão arrebentada e dor em músculos que você nem sabia que tinha ,🫠,2,1,12,[],https://twitter.com/mariribeirov/status/1544468790666313729
PB Drip,@DripperPb,2022-07-05T22:52:52.000Z,"PB Drip
@DripperPb
·
Jul 5, 2022","Must get whey! Must stay Swole! 
@swolecult",💧,1,3,4,['https://pbs.twimg.com/ext_tw_video_thumb/1544454283579609092/pu/img/5a431sqE-YIt7lcj.jpg'],https://twitter.com/DripperPb/status/1544454290521071618
Doug,@rizzo_togt,2022-07-05T22:38:04.000Z,"Doug
@rizzo_togt
·
Jul 5, 2022",CrossFit:,🐺 ⭐ ⭐ ⭐,,,7,"['https://pbs.twimg.com/profile_images/1514439336091127810/024L8zIm_mini.jpg', 'https://pbs.twimg.com/media/FW3DWQJXkAAfVRV?format=jpg&name=small']",https://twitter.com/rizzo_togt/status/1544450567136808962
Skull Knight (),@GolgothaKnight,2022-07-05T22:10:51.000Z,"Skull Knight ()
@GolgothaKnight
·
Jul 5, 2022","Alright boys, we did it.
We have reached the level where 
@ShreddedApes
 got some negativity in space. 
Kind of like the small guy at the gym getting flack from the studs.

We building and maybe the building is starting to take up some occupied space 
This is the #WHEY",🦍 👀,7,11,36,[],https://twitter.com/GolgothaKnight/status/1544443718693945346
FJV - 36ª FAMÍLIA,@fjv36familia,2022-07-05T22:59:59.000Z,"FJV - 36ª FAMÍLIA
@fjv36familia
·
Jul 5, 2022","Fotos do treino desta 3ª no CT Moacyr Barbosa

Vasco da Gama 
@VascodaGama
: Daniel Ramalho | #VascoDaGama

Fonte: Twitter oficial do Vasco",💢 ⚽ 📸,,3,4,"['https://pbs.twimg.com/media/FW8Ckw-WQAojupD?format=jpg&name=360x360', 'https://pbs.twimg.com/media/FW8ClsVXgAEHZ6h?format=jpg&name=360x360', 'https://pbs.twimg.com/media/FW8CmwqXEAEEgmt?format=jpg&name=360x360', 'https://pbs.twimg.com/media/FW8CnwwWQAAkMO9?format=jpg&name=360x360']",https://twitter.com/fjv36familia/status/1544456082289999876
PersonalFitness3,@personalfitnes3,2022-07-05T22:24:20.000Z,"PersonalFitness3
@personalfitnes3
·
Jul 5, 2022","100% Whey Protein Supplement Review | First Impressions | LABRADA Nutrition https://youtu.be/MRckgLT5Ytw  
LIKE  SHARE  COMMENT",▪ ▪ ❤ ❤ ▶,,,,['https://pbs.twimg.com/card_img/1668305448297017375/uoarUJ2Z?format=jpg&name=240x240'],https://twitter.com/personalfitnes3/status/1544447112640856064
Estacion De Musculacion,@DeMusculacion,2022-07-05T22:04:52.000Z,"Estacion De Musculacion
@DeMusculacion
·
Jul 5, 2022","Lo único que necesitas para ganar masa muscular es estar en un superávit calórico, consumir suficiente proteína, carbohidratos y entrenar la fuerza para aumentar tu masa muscular.

No compliques las cosas.",,,1,13,[],https://twitter.com/DeMusculacion/status/1544442211957280768
ju,@jufttb,2022-07-05T23:43:01.000Z,"ju
@jufttb
·
Jul 5, 2022","hoje foi muito bom, estagio perfeito com pessoas perfeitas, fiz crossfit, subi a maquete da minha casa pro meu pai idealizar a reforma dele junto comigo, fui pra academia e agora vou tocar guitarra e é isso",,1,,10,[],https://twitter.com/jufttb/status/1544466912041631745
Fabiana,@FabianaTassone,2022-07-05T21:50:11.000Z,"Fabiana
@FabianaTassone
·
Jul 5, 2022","Cocada 

It’s a delicious Venezuelan smoothie 

- Frozen coconut
- Whole milk or homemade coconut milk
- Honey or coconut sugar
- Cinnamon

Blend and enjoy 

If you want more protein, add Greek yogurt, whey protein or collagen.",🌞 🤩 🥥 😋,8,,77,['https://pbs.twimg.com/media/FW7ypDkWAAALrmI?format=jpg&name=small'],https://twitter.com/FabianaTassone/status/1544438518553911297
Lesley Negus,@Thriftylesley,2022-07-05T23:56:43.000Z,"Lesley Negus
@Thriftylesley
·
Jul 5, 2022","Have you got whey left from making yogurt, cheese or any other dairy activity? Don't throw it away ot's a very valuable resource and packed full of protein!  https://thriftylesley.com/love-leftovers-whey/… #BudgetMeals #CheapFood",,,,,[],https://twitter.com/Thriftylesley/status/1544470362318114817
JL.,@jejexloulou,2022-07-05T22:32:08.000Z,"JL.
@jejexloulou
·
Jul 5, 2022",Ajustando dieta e constância de treino e tinha esquecido como me faz bem ter rotina e planejamento. Obg memória metabólica por me lembrar que já fui uma atleta disciplinada.,,,,4,[],https://twitter.com/jejexloulou/status/1544449072639123462
Marcus Souza,@marcustheaviest,2022-07-05T22:46:31.000Z,"Marcus Souza
@marcustheaviest
·
Jul 5, 2022","Fiz uma panqueca com ovo e Whey, joguei queijo fresco de recheio e finalizei com mel. Viver é bom, às vezes.",,,,5,[],https://twitter.com/marcustheaviest/status/1544452694345224197
Dmitri Gadelha,@dmitrigadelha,2022-07-05T21:19:00.000Z,"Dmitri Gadelha
@dmitrigadelha
·
Jul 5, 2022","O cara chega de viagem no verme de ir pro crossfit, mas uma gripe repentina decidiu atrapalhar os planos. Assim eu vou ficar em falta com minhas obrigações religiosas...",,1,,6,[],https://twitter.com/dmitrigadelha/status/1544430671329902596
Trophy,@OFelipeMaia,2022-07-05T21:28:46.000Z,"Trophy
@OFelipeMaia
·
Jul 5, 2022",Matriculando minha personalidade no crossfit pra ver se fica forte,🏆,2,,5,[],https://twitter.com/OFelipeMaia/status/1544433128030326786
BRU /,@brufroota,2022-07-05T22:14:11.000Z,"BRU /
@brufroota
·
Jul 5, 2022",Você já olhou p alguém e pensou : ela tem cara de fã do Luan! Tô aqui no treino c meu filho e tem uma menina com cara de fã hahahahahaha,🌡 💛,1,,4,[],https://twitter.com/brufroota/status/1544444557399556098
Yorran,@YorranAlexander,2022-07-05T23:56:36.000Z,"Yorran
@YorranAlexander
·
Jul 5, 2022","Tô conseguindo me alimentar melhor
Treinar direito sem matar nenhum treino
Tô lendo todos os dias
Fazendo skincare quando acordo e quando vou dormir
Agr só falta conseguir me organizar pra dormir mais cedo msm",🐍,2,,12,[],https://twitter.com/YorranAlexander/status/1544470329346740226
gus,@gstvandreu,2022-07-05T23:35:11.000Z,"gus
@gstvandreu
·
Jul 5, 2022",amo que me mato de fazer exercício Crossfit e afins mas não deixo de comer meu delicioso lanche de noite (vivo de momentos),,,,8,['https://pbs.twimg.com/media/FW8KrWwXEAQcZvm?format=jpg&name=small'],https://twitter.com/gstvandreu/status/1544464940794347522
Patricinha Proletaria,@eualexcalado,2022-07-05T21:43:33.000Z,"Patricinha Proletaria
@eualexcalado
·
Jul 5, 2022",Se eu canalizar meu estresse pro treino hoje eu vou sair tão peitudo,🦄,,,8,['https://pbs.twimg.com/media/FW7xIA7XkAMYCwQ?format=jpg&name=small'],https://twitter.com/eualexcalado/status/1544436847929344000
TIFFANY,@spidertiff,2022-07-05T22:13:29.000Z,"TIFFANY
@spidertiff
·
Jul 5, 2022","We’re over halfway through 2022 now… and here’s what I’m focusing on 

- Work on my commentating skills daily so I can land S Tier broadcasts. 
- Focusing on my community and stream.
- Prioritizing my mental and physical health. I’ve been doing CrossFit but need recovery.",💜,,,19,[],https://twitter.com/spidertiff/status/1544444379405991937
Soares,@BrsoaresRj,2022-07-05T23:39:27.000Z,"Soares
@BrsoaresRj
·
Jul 5, 2022",Se eu depender de disciplina em treino e alimentação pra me tornar uma grande gostosa eu tô fudidaaaaaa! Eu como muito e bebo muito. Deus me faça ryca p eu morar na estética pfvr ,🌹 😂,1,1,9,[],https://twitter.com/BrsoaresRj/status/1544466014234152960
Lucas (COSMOS) Faria,@CosmosSc2,2022-07-05T23:39:26.000Z,"Lucas (COSMOS) Faria
@CosmosSc2
·
Jul 5, 2022","Treino do Cosmito no ar, pelotão! 
Chega junto! 

(hj mais tarde tem Lolzin tmb)
https://twitch.tv/cosmossc2",,,1,9,['https://pbs.twimg.com/media/FW8LpWuWQAQRcog?format=png&name=small'],https://twitter.com/CosmosSc2/status/1544466009503023105
Camila Lima,@camilaaveiro,2022-07-05T23:18:02.000Z,"Camila Lima
@camilaaveiro
·
Jul 5, 2022",Primeiro treino em Cali já foi. Copa América está cada vez mais perto. Dia 8 estreamos contra a Bolívia.,,2,,20,[],https://twitter.com/camilaaveiro/status/1544460624977076225
Mike Smith,@MrMikeSmith,2022-07-05T22:32:52.000Z,"Mike Smith
@MrMikeSmith
·
Jul 5, 2022",Shoutout to the pregnant lady in my CrossFit class today who lapped the shit out of me. I am in awe of you,,,,4,[],https://twitter.com/MrMikeSmith/status/1544449260405620738
Bailey News BR,@BaileyNewsBR,2022-07-05T23:02:21.000Z,"Bailey News BR
@BaileyNewsBR
·
Jul 5, 2022","TREINO DE TRILHÕES! Bailey atualizou seu Instagram com reels de vários vídeos dele treinando, clica no link para ver o vídeo completo, aproveitem para engajar a publicação do nosso menino. 

""Este é seu sinal para ir a academia""

:https://instagram.com/reel/CfpcNP7jU_4/?igshid=YmMyMTA2M2Y=…",🖇,,2,8,['https://pbs.twimg.com/ext_tw_video_thumb/1544456619798548482/pu/img/8t8W94u-srrJcZRb.jpg'],https://twitter.com/BaileyNewsBR/status/1544456680632729600
Fut das Minas,@futdasminass,2022-07-05T23:32:58.000Z,"Fut das Minas
@futdasminass
·
Jul 5, 2022","EM SOLO COLOMBIANO 

A ⁦
@SelecaoFeminina
⁩ já chegou na Colômbia  para a disputa da #CopaAméricaFEM2022. 

O primeiro treino das #GuerreirasdoBrasil  acontece amanhã (06), às 16h (horário local).

O Brasil estreia na competição neste sábado (09), contra a Argentina.",✈ 🏆,,3,19,['https://pbs.twimg.com/ext_tw_video_thumb/1544464333580664841/pu/img/N0t3ZFWEL20T4B1j.jpg'],https://twitter.com/futdasminass/status/1544464383073476611
Vila Nova F.C.,@VilaNovaFC,2022-07-05T21:45:11.000Z,"Vila Nova F.C.
@VilaNovaFC
·
Jul 5, 2022","Treino junto à nova comissão no CT. Preparação para a partida contra o Bahia, na sexta-feira.",,3,1,79,"['https://pbs.twimg.com/media/FW7waZQX0AEMWFv?format=jpg&name=360x360', 'https://pbs.twimg.com/media/FW7waZSXkAERhIk?format=jpg&name=360x360', 'https://pbs.twimg.com/media/FW7waZPX0AAPYcL?format=jpg&name=360x360', 'https://pbs.twimg.com/media/FW7waZRXkAggMHU?format=jpg&name=360x360']",https://twitter.com/VilaNovaFC/status/1544437259314909187
FOX59 News,@FOX59,2022-07-05T23:00:00.000Z,"FOX59 News
@FOX59
·
Jul 5, 2022",People who are vegan or dairy-free may want to check their protein powder. A vegan product is being recalled because it has traces of whey in it.,,,,,[],https://twitter.com/FOX59/status/1544456087511789568
CBS4 Indy,@CBS4Indy,2022-07-05T23:15:00.000Z,"CBS4 Indy
@CBS4Indy
·
Jul 5, 2022",A company that makes protein powder is recalling one of its products after whey-derived flavoring was used in one of its vegan items.,,,2,1,[],https://twitter.com/CBS4Indy/status/1544459861055995906
Chanel nº1,@pocpadrao,2022-07-06T22:12:08.000Z,"Chanel nº1
@pocpadrao
·
Jul 6, 2022",macetei no treino de hj ,🥵,22,45,"1,858","['https://pbs.twimg.com/media/FXBBOD8XEAI-2aq?format=jpg&name=360x360', 'https://pbs.twimg.com/media/FXBBOD7WIAAV05j?format=jpg&name=360x360']",https://twitter.com/pocpadrao/status/1544806427788705793
Ξ SoulfulGinger Ξ,@Sou1fu1G1nger,2022-07-06T22:22:27.000Z,"Ξ SoulfulGinger Ξ
@Sou1fu1G1nger
·
Jul 6, 2022","We are Swole. 
I am Swole. 
We are back on #OpenSea. 
This is the whey. 

#swolecult #swole",,3,3,11,['https://pbs.twimg.com/media/FXBDmeVXwAY136S?format=jpg&name=small'],https://twitter.com/Sou1fu1G1nger/status/1544809026982215681
,@Lucas42g,2022-07-06T22:46:37.000Z,"@Lucas42g
·
Jul 6, 2022",Treino de mira no meu jogo favorito ,🌲 💵 👾,5,,18,['https://pbs.twimg.com/ext_tw_video_thumb/1544815055602065409/pu/img/Cvf5ysr19p900Cm2.jpg'],https://twitter.com/Lucas42g/status/1544815107183710208
CrossFit Wallingford,@CFWallingford,2022-07-06T23:05:34.000Z,"CrossFit Wallingford
@CFWallingford
·
Jul 6, 2022","Thursday 
7/7/22
WOD:
“Bridges”
4 rounds:
15/12 cal bike
10 pull up
 5 hang power snatch #fitnessjourney #cfwfamily #ct #dumbbell #cfwladiesstrong #cfwnation #coachinglife #ctwallingford #cfwallingford #CFWarrior #crossfit #snatch #strongwomen #cfwcrew #dumbbellworkouts",,,,,['https://pbs.twimg.com/media/FXBNfTLXwAoNvHt?format=jpg&name=small'],https://twitter.com/CFWallingford/status/1544819875029438466
Repórter Léo Silva 1914,@santa_meu,2022-07-06T22:19:19.000Z,"Repórter Léo Silva 1914
@santa_meu
·
Jul 6, 2022","AGENDA CORAL: 
Quinta (07/07) 14h -  Coletiva de apresentação do meia Chiquinho. 15h - Treino - Arruda.

 Sexta-feira (08/07)
 8h30 - Treino - Arruda
 Após almoço -  Viagem para Arapiraca 

 Sábado (09/07) a definir 

 Domingo (10/07)
 16h - ASA x Santa Cruz",⌚ 🎙 ⌚ 🗓 ⌚ ⌚ 🚌 🗓 🗓 ⚽,,,16,['https://pbs.twimg.com/media/FXBC5euWAAc9sMq?format=jpg&name=small'],https://twitter.com/santa_meu/status/1544808235244441600
Weedo,@YungWeedo,2022-07-06T23:53:44.000Z,"Weedo
@YungWeedo
·
Jul 6, 2022",how did jesus get buff? he did Crossfit,,1,,5,[],https://twitter.com/YungWeedo/status/1544831997561929733
Yzamim,@YzamimY,2022-07-06T21:51:06.000Z,"Yzamim
@YzamimY
·
Jul 6, 2022",Top 10 melhores sabor de whey,,,,,[],https://twitter.com/YzamimY/status/1544801136208748544
,@drumb0tbr1an,2022-07-06T23:44:00.000Z,"@drumb0tbr1an
·
Jul 6, 2022
Automated",Whey hey the wormhole beckons!,🦈,,,,[],https://twitter.com/drumb0tbr1an/status/1544829547014934528
Sergio,@_sergioXXI,2022-07-06T21:57:54.000Z,"Sergio
@_sergioXXI
·
Jul 6, 2022","Já era hora, é bizarro um talento desse ser desperdiçado em sub-20, ou pior completando treino pra bagre de estimação jogar.

Voa Gio.",🚨 🗞,2,2,13,"['https://pbs.twimg.com/profile_images/1630775800055181312/scgW4HDP_mini.jpg', 'https://pbs.twimg.com/media/FXA28_RWIAEjJS-?format=jpg&name=small']",https://twitter.com/_sergioXXI/status/1544802845714747393
Wagner Mello,@WagnerMello4,2022-07-06T22:19:42.000Z,"Wagner Mello
@WagnerMello4
·
Jul 6, 2022","Hoje é dia de treino 
#SUB7
Enquanto houver um coração infantil o Vasco será imortal ",💢 ⚽ 💢,,,10,['https://pbs.twimg.com/media/FXBC--6WIAAmWa_?format=jpg&name=small'],https://twitter.com/WagnerMello4/status/1544808331600351232
jhonata,@jhonvta,2022-07-06T23:00:55.000Z,"jhonata
@jhonvta
·
Jul 6, 2022",tava tirando foto no banheiro dps do treino entrou um negao 3x maior q eu tirou a camisa mijou botou a camisa e saiu acho q ele fez isso so p me diminuir,,1,,23,[],https://twitter.com/jhonvta/status/1544818706617962499
beatriz,@louierights,2022-07-06T23:57:47.000Z,"beatriz
@louierights
·
Jul 6, 2022",treino do cheer omg life is amazing i love everything,,,,,[],https://twitter.com/louierights/status/1544833018241716226
Moni,@bmg3_,2022-07-06T21:13:07.000Z,"Moni
@bmg3_
·
Jul 6, 2022",Lmaoooooo sis I’m literally running on like ten cups now. And two bangs. And ima go home and take a nap like a baby before CrossFit.  https://t.co/X5x8s3DvC6,💋,1,,,[],https://twitter.com/bmg3_/status/1544791578937475072
PersonalFitness3,@personalfitnes3,2022-07-06T23:47:17.000Z,"PersonalFitness3
@personalfitnes3
·
Jul 6, 2022","Classic Whey Protein - PUMPKIN PIE Flavor - Taste Test Only - #NUTRABIO https://youtu.be/Vi9k1E64rEw via #YouTube
LIKE  SHARE  COMMENT",▪ ▪ ❤,,,,['https://pbs.twimg.com/card_img/1670334233666269186/HC2vlHYP?format=jpg&name=240x240'],https://twitter.com/personalfitnes3/status/1544830375926587396
Charles Nutter,@headius_beer,2022-07-06T22:16:11.000Z,"Charles Nutter
@headius_beer
·
Jul 6, 2022","An oddly good weißbier made with whey. - Drinking a Wheyzen by 
@HetBrouwdok
 @ Hotel Max70  —",,,,,[],https://twitter.com/headius_beer/status/1544807450007724033
CaCa,@caiolinoof,2022-07-06T22:23:17.000Z,"CaCa
@caiolinoof
·
Jul 6, 2022",detonado depois do treino,,1,,15,['https://pbs.twimg.com/media/FXBDzvKXgAEyKnx?format=jpg&name=900x900'],https://twitter.com/caiolinoof/status/1544809234986160130
carol,@car0rina,2022-07-06T22:30:53.000Z,"carol
@car0rina
·
Jul 6, 2022","crossfit dia 2: 
>morri menos porque agora sei meu limite e não tentei acompanhar o ritmo de quem tá lá há meses
>minhas pernas tão doloridas pra um caralho 
>uma menina adolescente elogiou meu cabelo e disse que eu pareço um My Little Pony 
>escapei da foto novamente",🥺,2,,11,[],https://twitter.com/car0rina/status/1544811149350297605
Moose,@mooselol_,2022-07-06T22:12:47.000Z,"Moose
@mooselol_
·
Jul 6, 2022","Hoje fui trocar de celular para melhorar meu game no Wild rift e de repente meu time precisa de mim para um treino, os cara da loja me reconheceram e me deram o celular e wi-fi e eu treinei da loja KKKKKKKKKKKK
Obrigado 
@gabrielbarretti
 @ThythyWR vocês abrem portas",,4,,13,[],https://twitter.com/mooselol_/status/1544806590993371137
